"","Well","OD","Time","Plate","ID","Strain","State","Trehalose","Condition","Medium","Replicate"
"1351","G5",1.6818,40,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1352","H5",1.5171,40,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1353","A5",0.1779,42,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1354","B5",0.1421,42,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1355","C5",1.4336,42,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1356","D5",0.4101,42,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1357","E5",0.1452,42,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1358","F5",0.157,42,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1359","G5",1.6448,42,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1360","H5",1.4049,42,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1361","A5",0.1669,44,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1362","B5",0.1395,44,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1363","C5",1.3624,44,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1364","D5",0.7868,44,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1365","E5",0.1414,44,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1366","F5",0.1528,44,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1367","G5",1.5836,44,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1368","H5",1.0088,44,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1369","A5",0.1702,46,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1370","B5",0.1379,46,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1371","C5",1.4159,46,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1372","D5",1.0387,46,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1373","E5",0.1385,46,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1374","F5",0.1537,46,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1375","G5",1.6028,46,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1376","H5",1.1454,46,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1377","A5",0.1699,48,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1378","B5",0.1378,48,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1379","C5",1.3891,48,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1380","D5",1.3734,48,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1381","E5",0.1395,48,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1382","F5",0.1503,48,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1383","G5",1.6906,48,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1384","H5",1.3489,48,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1385","A5",0.1644,50,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1386","B5",0.1353,50,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1387","C5",1.3713,50,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1388","D5",1.5017,50,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1389","E5",0.1387,50,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1390","F5",0.1497,50,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1391","G5",1.6564,50,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1392","H5",1.5462,50,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1393","A5",0.1599,52,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1394","B5",0.1354,52,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1395","C5",1.2873,52,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1396","D5",1.6311,52,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1397","E5",0.1349,52,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1398","F5",0.144,52,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1399","G5",1.6357,52,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1400","H5",1.3742,52,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1401","A5",0.1549,54,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1402","B5",0.1346,54,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1403","C5",1.3344,54,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1404","D5",1.7045,54,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1405","E5",0.1352,54,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1406","F5",0.1439,54,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1407","G5",1.5151,54,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1408","H5",1.462,54,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1409","A5",0.1544,56,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1410","B5",0.1333,56,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1411","C5",1.393,56,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1412","D5",1.6385,56,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1413","E5",0.1322,56,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1414","F5",0.1425,56,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1415","G5",1.7637,56,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1416","H5",1.3976,56,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1417","A5",0.1508,58,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1418","B5",0.1331,58,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1419","C5",1.5438,58,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1420","D5",1.7032,58,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1421","E5",0.131,58,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1422","F5",0.1417,58,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1423","G5",1.7805,58,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1424","H5",1.4062,58,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1425","A5",0.1493,60,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1426","B5",0.133,60,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1427","C5",1.6563,60,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1428","D5",1.6856,60,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1429","E5",0.1315,60,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1430","F5",0.141,60,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1431","G5",1.8231,60,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1432","H5",1.5356,60,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1433","A5",0.1456,62,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1434","B5",0.1311,62,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1435","C5",1.6662,62,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1436","D5",1.698,62,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1437","E5",0.1291,62,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1438","F5",0.1396,62,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1439","G5",1.8666,62,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1440","H5",1.5123,62,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1441","A5",0.1436,64,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1442","B5",0.129,64,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1443","C5",1.7382,64,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1444","D5",1.6376,64,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1445","E5",0.1294,64,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1446","F5",0.139,64,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1447","G5",1.8419,64,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1448","H5",1.4383,64,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1449","A5",0.1431,66,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1450","B5",0.1309,66,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1451","C5",1.7181,66,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1452","D5",1.6314,66,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1453","E5",0.1284,66,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1454","F5",0.1371,66,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1455","G5",1.7899,66,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1456","H5",1.5141,66,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1457","A5",0.1393,68,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1458","B5",0.1289,68,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1459","C5",1.7353,68,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1460","D5",1.6806,68,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1461","E5",0.1282,68,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1462","F5",0.1369,68,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1463","G5",1.7763,68,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1464","H5",1.4567,68,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1465","A5",0.1376,70,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1466","B5",0.1292,70,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1467","C5",1.717,70,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1468","D5",1.7043,70,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1469","E5",0.1273,70,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1470","F5",0.1351,70,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1471","G5",1.8589,70,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1472","H5",1.4151,70,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1473","A5",0.1378,72,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1474","B5",0.1293,72,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1475","C5",1.5889,72,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1476","D5",1.69,72,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1477","E5",0.1278,72,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1478","F5",0.1346,72,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1479","G5",1.8546,72,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1480","H5",1.3736,72,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1481","A6",0.1366,0,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1482","B6",0.1245,0,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1483","C6",0.1319,0,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1484","D6",0.1265,0,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1485","E6",0.123,0,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1486","F6",0.1363,0,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1487","G6",0.1274,0,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1488","H6",0.1289,0,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1489","A6",0.1409,2,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1490","B6",0.1324,2,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1491","C6",0.1434,2,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1492","D6",0.1344,2,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1493","E6",0.1307,2,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1494","F6",0.1429,2,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1495","G6",0.1349,2,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1496","H6",0.1346,2,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1497","A6",0.1587,4,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1498","B6",0.1463,4,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1499","C6",0.1581,4,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1500","D6",0.1452,4,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1501","E6",0.1441,4,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1502","F6",0.1516,4,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1503","G6",0.145,4,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1504","H6",0.1446,4,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1505","A6",0.1761,6,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1506","B6",0.165,6,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1507","C6",0.1771,6,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1508","D6",0.1544,6,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1509","E6",0.1581,6,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1510","F6",0.1796,6,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1511","G6",0.1634,6,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1512","H6",0.152,6,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1513","A6",0.1848,8,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1514","B6",0.1826,8,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1515","C6",0.2065,8,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1516","D6",0.1677,8,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1517","E6",0.1691,8,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1518","F6",0.1758,8,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1519","G6",0.1945,8,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1520","H6",0.1555,8,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1521","A6",0.1824,10,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1522","B6",0.1907,10,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1523","C6",0.2256,10,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1524","D6",0.1627,10,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1525","E6",0.1624,10,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1526","F6",0.1775,10,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1527","G6",0.1955,10,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1528","H6",0.1521,10,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1529","A6",0.1979,12,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1530","B6",0.1896,12,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1531","C6",0.2726,12,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1532","D6",0.1677,12,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1533","E6",0.1785,12,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1534","F6",0.1898,12,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1535","G6",0.2459,12,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1536","H6",0.1644,12,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1537","A6",0.1972,14,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1538","B6",0.1933,14,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1539","C6",0.5769,14,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1540","D6",0.1623,14,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1541","E6",0.1752,14,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1542","F6",0.2354,14,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1543","G6",0.3718,14,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1544","H6",0.2356,14,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1545","A6",0.1991,16,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1546","B6",0.1892,16,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1547","C6",0.8724,16,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1548","D6",0.1684,16,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1549","E6",0.1779,16,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1550","F6",0.3229,16,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1551","G6",0.8156,16,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1552","H6",0.3201,16,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1553","A6",0.228,18,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1554","B6",0.1764,18,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1555","C6",1.1267,18,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1556","D6",0.1606,18,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1557","E6",0.1673,18,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1558","F6",0.3952,18,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1559","G6",1.1046,18,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1560","H6",0.5447,18,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1561","A6",0.3275,20,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1562","B6",0.1755,20,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1563","C6",1.4068,20,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1564","D6",0.1667,20,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1565","E6",0.1687,20,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1566","F6",0.497,20,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1567","G6",1.4836,20,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1568","H6",0.9234,20,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1569","A6",0.5517,22,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1570","B6",0.166,22,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1571","C6",1.5149,22,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1572","D6",0.1625,22,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1573","E6",0.1585,22,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1574","F6",0.5943,22,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1575","G6",1.5418,22,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1576","H6",1.0775,22,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1577","A6",0.8134,24,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1578","B6",0.1552,24,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1579","C6",1.6111,24,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1580","D6",0.1577,24,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1581","E6",0.1553,24,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1582","F6",0.6807,24,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1583","G6",1.5711,24,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1584","H6",1.6684,24,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1585","A6",1.0012,26,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1586","B6",0.1527,26,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1587","C6",1.5547,26,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1588","D6",0.1573,26,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1589","E6",0.1535,26,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1590","F6",0.767,26,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1591","G6",1.5906,26,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1592","H6",1.6195,26,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1593","A6",1.0885,28,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1594","B6",0.1714,28,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1595","C6",1.5594,28,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1596","D6",0.1805,28,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1597","E6",0.1712,28,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1598","F6",0.8274,28,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1599","G6",1.6251,28,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1600","H6",1.7093,28,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1601","A6",1.1488,30,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1602","B6",0.1534,30,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1603","C6",1.5788,30,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1604","D6",0.16,30,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
