"","Well","OD","Time","Plate","ID","Strain","State","Trehalose","Condition","Medium","Replicate"
"1605","E6",0.1537,30,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1606","F6",0.8526,30,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1607","G6",1.6204,30,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1608","H6",1.6304,30,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1609","A6",1.1707,32,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1610","B6",0.1542,32,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1611","C6",1.5788,32,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1612","D6",0.1693,32,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1613","E6",0.153,32,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1614","F6",0.9268,32,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1615","G6",1.6545,32,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1616","H6",1.7435,32,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1617","A6",1.2003,34,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1618","B6",0.1466,34,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1619","C6",1.5773,34,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1620","D6",0.1603,34,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1621","E6",0.1485,34,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1622","F6",0.9812,34,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1623","G6",1.6607,34,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1624","H6",1.6623,34,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1625","A6",1.2226,36,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1626","B6",0.1439,36,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1627","C6",1.5051,36,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1628","D6",0.3298,36,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1629","E6",0.147,36,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1630","F6",1.021,36,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1631","G6",1.6561,36,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1632","H6",1.6808,36,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1633","A6",1.2474,38,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1634","B6",0.1448,38,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1635","C6",1.2864,38,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1636","D6",0.6436,38,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1637","E6",0.1504,38,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1638","F6",1.0195,38,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1639","G6",1.6794,38,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1640","H6",1.688,38,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1641","A6",1.2673,40,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1642","B6",0.1444,40,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1643","C6",1.3089,40,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1644","D6",0.8296,40,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1645","E6",0.1514,40,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1646","F6",1.0196,40,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1647","G6",1.6689,40,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1648","H6",1.8132,40,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1649","A6",1.2868,42,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1650","B6",0.1456,42,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1651","C6",1.2651,42,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1652","D6",1.1278,42,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1653","E6",0.15,42,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1654","F6",1.0117,42,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1655","G6",1.6671,42,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1656","H6",1.698,42,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1657","A6",1.2948,44,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1658","B6",0.1422,44,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1659","C6",1.3857,44,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1660","D6",1.457,44,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1661","E6",0.1475,44,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1662","F6",0.9618,44,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1663","G6",1.7041,44,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1664","H6",1.6676,44,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1665","A6",1.2258,46,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1666","B6",0.141,46,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1667","C6",1.2998,46,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1668","D6",1.4096,46,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1669","E6",0.1458,46,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1670","F6",0.9506,46,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1671","G6",1.6047,46,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1672","H6",1.8654,46,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1673","A6",1.1155,48,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1674","B6",0.1384,48,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1675","C6",1.4025,48,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1676","D6",1.6185,48,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1677","E6",0.1461,48,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1678","F6",0.9281,48,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1679","G6",1.55,48,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1680","H6",1.8136,48,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1681","A6",1.0371,50,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1682","B6",0.1366,50,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1683","C6",1.4376,50,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1684","D6",1.6137,50,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1685","E6",0.1435,50,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1686","F6",0.9228,50,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1687","G6",1.5816,50,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1688","H6",1.7637,50,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1689","A6",1.0544,52,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1690","B6",0.1341,52,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1691","C6",1.2702,52,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1692","D6",1.5487,52,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1693","E6",0.1422,52,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1694","F6",0.8972,52,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1695","G6",1.6865,52,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1696","H6",1.673,52,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1697","A6",1.0763,54,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1698","B6",0.1349,54,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1699","C6",1.543,54,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1700","D6",1.5932,54,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1701","E6",0.1413,54,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1702","F6",0.9012,54,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1703","G6",1.7157,54,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1704","H6",1.6965,54,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1705","A6",1.0777,56,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1706","B6",0.1322,56,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1707","C6",1.4654,56,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1708","D6",1.6623,56,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1709","E6",0.1366,56,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1710","F6",0.9048,56,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1711","G6",1.8011,56,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1712","H6",1.8091,56,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1713","A6",0.9562,58,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1714","B6",0.1322,58,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1715","C6",1.5346,58,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1716","D6",1.6846,58,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1717","E6",0.1366,58,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1718","F6",0.9163,58,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1719","G6",1.8245,58,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1720","H6",1.8517,58,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1721","A6",0.7977,60,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1722","B6",0.1345,60,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1723","C6",1.4848,60,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1724","D6",1.6957,60,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1725","E6",0.1386,60,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1726","F6",0.9467,60,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1727","G6",1.8394,60,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1728","H6",1.8163,60,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1729","A6",0.8316,62,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1730","B6",0.1326,62,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1731","C6",1.4054,62,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1732","D6",1.7048,62,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1733","E6",0.1361,62,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1734","F6",0.9159,62,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1735","G6",1.7933,62,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1736","H6",1.7885,62,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1737","A6",0.8189,64,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1738","B6",0.1302,64,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1739","C6",1.2132,64,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1740","D6",1.737,64,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1741","E6",0.1337,64,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1742","F6",0.9329,64,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1743","G6",1.8155,64,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1744","H6",1.7572,64,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1745","A6",0.7954,66,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1746","B6",0.1294,66,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1747","C6",1.5072,66,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1748","D6",1.5432,66,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1749","E6",0.1347,66,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1750","F6",0.9346,66,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1751","G6",1.8432,66,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1752","H6",1.6346,66,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1753","A6",0.6631,68,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1754","B6",0.1278,68,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1755","C6",1.4486,68,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1756","D6",1.602,68,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1757","E6",0.1327,68,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1758","F6",0.9229,68,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1759","G6",1.8349,68,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1760","H6",1.7073,68,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1761","A6",0.6288,70,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1762","B6",0.13,70,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1763","C6",1.5849,70,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1764","D6",1.6078,70,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1765","E6",0.1319,70,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1766","F6",0.9274,70,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1767","G6",1.8808,70,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1768","H6",1.7069,70,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1769","A6",0.6194,72,1,"1-A6","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",3
"1770","B6",0.1328,72,1,"1-B6","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",3
"1771","C6",1.5009,72,1,"1-C6","Y7039 x YHL033C","Liquid","No","RT","YPD",3
"1772","D6",1.686,72,1,"1-D6","Y7039 x YHL033C","Dried","No","RT","YPD",3
"1773","E6",0.1314,72,1,"1-E6","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",3
"1774","F6",0.9164,72,1,"1-F6","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",3
"1775","G6",1.8299,72,1,"1-G6","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",3
"1776","H6",1.7458,72,1,"1-H6","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",3
"1777","A7",0.1035,0,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1778","B7",0.1075,0,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1779","C7",0.1144,0,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1780","D7",0.1101,0,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1783","G7",0.0984,0,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1784","H7",0.0974,0,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1785","A7",0.1182,2,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1786","B7",0.1098,2,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1787","C7",0.1167,2,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1788","D7",0.1103,2,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1791","G7",0.099,2,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1792","H7",0.0971,2,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1793","A7",0.1266,4,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1794","B7",0.1105,4,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1795","C7",0.119,4,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1796","D7",0.1108,4,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1799","G7",0.0986,4,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1800","H7",0.0971,4,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1801","A7",0.1264,6,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1802","B7",0.1108,6,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1803","C7",0.1218,6,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1804","D7",0.1115,6,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1807","G7",0.0987,6,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1808","H7",0.0969,6,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1809","A7",0.1243,8,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1810","B7",0.1114,8,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1811","C7",0.1253,8,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1812","D7",0.1118,8,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1815","G7",0.099,8,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1816","H7",0.0968,8,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1817","A7",0.1225,10,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1818","B7",0.1114,10,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1819","C7",0.1289,10,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1820","D7",0.1122,10,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1823","G7",0.0986,10,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1824","H7",0.0968,10,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1825","A7",0.1207,12,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1826","B7",0.1116,12,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1827","C7",0.1326,12,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1828","D7",0.1125,12,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1831","G7",0.0987,12,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1832","H7",0.0986,12,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1833","A7",0.1205,14,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1834","B7",0.1119,14,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1835","C7",0.1354,14,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1836","D7",0.1129,14,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1839","G7",0.0984,14,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1840","H7",0.099,14,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1841","A7",0.1186,16,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1842","B7",0.112,16,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1843","C7",0.1377,16,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1844","D7",0.1132,16,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1847","G7",0.0982,16,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1848","H7",0.0995,16,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1849","A7",0.1186,18,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1850","B7",0.1128,18,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1851","C7",0.1393,18,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1852","D7",0.1132,18,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1855","G7",0.0978,18,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1856","H7",0.099,18,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1857","A7",0.1183,20,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1858","B7",0.114,20,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1859","C7",0.1403,20,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1860","D7",0.1136,20,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1863","G7",0.0975,20,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
"1864","H7",0.0998,20,1,"1-H7","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1865","A7",0.1178,22,1,"1-A7","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1866","B7",0.1148,22,1,"1-B7","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",1
"1867","C7",0.1436,22,1,"1-C7","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",1
"1868","D7",0.1136,22,1,"1-D7","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",1
"1871","G7",0.0972,22,1,"1-G7","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",1
